"Row No","Bib No","Tag","Ind","Field Data"
"1","013863808","650","0","$a Absurb (Philosophy)","","",""
"2","013483260","650","0","$a Actors and actresses.","","",""
"3","006465451","650","0","$a Agency $x Study and teaching $z Massachusetts $z Cambridge.","","",""
"4","014246486","650","00","$a Alzheimer’s disease $x Chemotherapy.","","",""
"5","014246414","650","00","$a Alzheimer’s disease $x Diagnosis.","","",""
"6","014246486","650","00","$a Alzheimer’s disease $x Diagnosis.","","",""
"7","014242561","650","00","$a Alzheimer’s disease $x Genetic aspects.","","",""
"8","014246486","650","00","$a Alzheimer’s disease $x Pathogenesis.","","",""
"9","014242561","650","00","$a Alzheimer’s disease $x Pathology.","","",""
"10","014060792","650","0","$a Amdo Tibetans $x Social life and customs.","","",""
"11","013109877","650","0","$a American Museum of Natural History Expedition to the Peruvian Montaña $d (1960-1961)","","",""
"12","014230923","650","0","$a Antigone (Greek mythology) in literature.","","",""
"13","014268280","650","0","$a Antizionism.","","",""
"14","013104858","650","0","$a Art education $z New York (State) $z New York $d 1970-1980.","","",""
"15","014270322","650","0","$a Artists, Israeli $z United States.","","",""
"16","008802464","650","0","$a Asian women $v Crimes against $v Periodicals.","","",""
"17","014171360","650","0","$a Autobiography (memoirs)","","",""
"18","009873013","650","0","$a Banks and banking (Islamic law)","","",""
"19","014223841","650","0","$a Bascombe, Frank (Fictitious character) $v Fiction.","","",""
"20","006465451","650","0","$a Bills of exchange and promissory notes $x Study and teaching $z Massachusetts $z Cambridge.","","",""
"21","014239792","650","0","$a Biometrics.","","",""
"22","014239793","650","0","$a Biometrics.","","",""
"23","014239823","650","0","$a Biometrics.","","",""
"24","013835988","650","0","$a Björk.","","",""
"25","014247410","650","0","$a Boland, Brendan $x Childhood and youth.","","",""
"26","013313418","650","0","$a Bulbultarang music.","","",""
"27","014265582","650","0","$a Cabala. $d Petaḥ Tiḳṿah.","","",""
"28","014250359","650","0","$a Canons, fugues, etc. (Keyboard instrument)","","",""
"29","014251556","650","0","$a Catholic Church $x Clergy $x Sexual behavior.","","",""
