"Bib No","Old/New","Tag","Ind","Field Data"
"013788228","Old","600","10","$a Ambedkar, B. R. $q (Bhimrao Ramji), $d 1891-1956.","","",""
"n  50051293 ","New","600","10","$a Ambedkar, B. R., $d 1891-1956.","","",""
"004212183","Old","600","10","$a Arnold, John, $c Justice $v Poetry.","","",""
"n  84133064 ","New","600","10","$a Arnold, John, $d active 1680 $v Poetry.","","",""
"010593330","Old","600","00","$a Bulgakov, Mikhail Afanasʹevich, $d 1891-1940. $t Kabala svi͡atosh.","","",""
"n  79056735 ","New","600","10","$a Bulgakov, Mikhail, $d 1891-1940. $t Kabala svi͡atosh.","","",""
"014167008","Old","600","10","$a Cortázar, Julio, $d 1914-1984.","","",""
"n  79038532 ","New","600","10","$a Cortázar, Julio.","","",""
"014253294","Old","600","10","$a Dhillon, K. S. $q (Kirpal S.)","","",""
"n  98922542 ","New","600","10","$a Dhillon, K. S.","","",""
"003684124","Old","600","10","$a Edey, Maitland Armstrong, $d 1910-","","",""
"n  50031940 ","New","600","10","$a Edey, Maitland A. $q (Maitland Armstrong), $d 1910-1992.","","",""
"009346808","Old","600","10","$a Essex, Robert Devereux, $c Earl of, $d 1566-1601.","","",""
"n  50043337 ","New","600","10","$a Essex, Robert Devereux, $c Earl of, $d 1565-1601.","","",""
"010582255","Old","600","10","$a Goldoni, Carlo, $d 1707-1793. $t Mirandolina.","","",""
"n 2006019412","New","600","10","$a Goldoni, Carlo, $d 1707-1793. $t Locandiera.","","",""
"014241964","Old","600","10","$a Hansen, Oskar $q (Oskar Nikolai), $d 1922-2005.","","",""
"no2006110260","New","600","10","$a Hansen, Oskar, $d 1922-2005.","","",""
"014243754","Old","600","10","$a Ibn Zurʻah, Abū ʻAlī ʻĪsá ibn Isʹḥāq, $d 942 or 3-1008 $x Criticism and interpretation.","","",""
"no 96022033 ","New","600","10","$a Ibn Zurʻah, Abū ʻAlī ʻĪsá ibn Isʹḥāq, $d 942 or 943-1008 $x Criticism and interpretation.","","",""
"010583736","Old","600","10","$a Kafka, Franz, $d 1883-1924. $t Metamorphosis.","","",""
"n  82256976 ","New","600","10","$a Kafka, Franz, $d 1883-1924. $t Verwandlung. $l English.","","",""
"014265571","Old","600","10","$a Kahan, Jonathan, $d 1951-2011.","","",""
"n  80090886 ","New","600","10","$a Kohen, Yonatan.","","",""
"014172595","Old","600","10","$a Mann, Thomas, $d 1875-1955. $t Short stories. $k Selections.","","",""
"no2007007662","New","600","10","$a Mann, Thomas, $d 1875-1955. $t Works. $k Selections. $f 1954.","","",""
"014207957","Old","600","10","$a Montespan, Françoise-Athénaïs de Rochechouart de Mortemart, $c marquise de, $d 1641-1707.","","",""
"n  84120230 ","New","600","10","$a Montespan, $c Madame de, $d 1641-1707.","","",""
"012776449","Old","610","20","$a International Centre for Dispute Resolution.","","",""
"n  80096479 ","New","610","20","$a American Arbitration Association.","","",""
"009250169","Old","610","20","$a International Tribunal for Rwanda $x Rules and practice.","","",""
"no 94042426 ","New","610","20","$a International Criminal Tribunal for Rwanda $x Rules and practice.","","",""
"010592273","Old","610","20","$a Teʼaṭron Bet Lesin.","","",""
"no2007035399","New","610","20","$a Teʼaṭron Bet Lesin (Tel Aviv, Israel)","","",""
"013109877","Old","610","20","$a United States. Department of Agriculture","","",""
"n  79008243 ","New","610","10","$a United States. $b Department of Agriculture.","","",""
"007388443","Old","611","20","$a Lateran Council $n (5th : $d 1512-1517.)","","",""
"n  88085456 ","New","611","20","$a Lateran Council $n (5th : $d 1512-1517 : $c Palazzo Lateranense)","","",""
"014263854","Old","630","00","$a Microsoft Access (Computer file)","","",""
"n  92084807 ","New","630","00","$a Microsoft Access.","","",""
