"Row No","Bib No","Tag","Ind","Field Data"
"1","014218405","100","1","$a Bracci, Francesco, $d 1984- $e author, $e author of introduction, $e translator, $e writer of added commentary.","","",""
"2","014248088","100","1","$a Burleigh, Walter A. $q (Walter Atwood), $d 1820-1896, $e corrsspondent, $e addressee.","","",""
"3","014218404","100","1","$a Floridi, Lucia, $e author, $e writer of added commentary, $e author of introduction, $e translator.","","",""
"4","014102970","100","1","$a Kosatík, Pavel, $e author of text.","","",""
"5","014175142","100","1","$a Lesaar, Lisa, $e 1927- $e author.","","",""
"6","014169249","100","1","$a López de Vargas Machuca, Tomás, $d 1731-1802, $e cartorgrapher.","","",""
"7","014166478","100","1","$a Plambeck, Dy, $e 1980- $e author.","","",""
"8","014261786","100","1","$a Surenne, John Thomas, $d 1814-1878, $e arranger or music.","","",""
"9","014235389","700","1","$a Abū al-Shaʻr, Hind, $e joint editor.","","",""
"10","014225937","700","1","$a Acosta-Hughes, Benjamin, $d 1960- $e author of introduction.","","",""
"11","014252260","700","1","$a Anyaene, Chineze, $e director, $e writer, $e producer.","","",""
"12","014099332","700","1","$a Asensio Palacios, Juan Carlos, $e dir.","","",""
"13","014126172","700","1","$a Bakken, Gordon Morris, $e author of foreword.","","",""
"14","014139683","700","1","$a Baranowska, Małgorzata, $d 1945- $e author of commentary.","","",""
"15","014252240","700","1","$a Barącz, Stanisław, $e translator of libretto.","","",""
"16","014252371","700","1","$a Barącz, Stanisław, $e translator of libretto.","","",""
"17","014225942","700","1","$a Bershtein, Evgenii, $e editor, $e author of afterword.","","",""
"18","014248489","700","1","$a Bestor, Theodore C., $e thesis committee member.","","",""
"19","014201799","700","1","$a Blomberg, Christoph, $e editor of compilatioin.","","",""
"20","014262995","700","1","$a Bohlman, Philip Vilas, $e author of afterword.","","",""
"21","014172007","700","1","$a Borysewicz, Alfonse, $e writer of foreword.","","",""
"22","014215745","700","1","$a Böllinger, Lorenz, $d 1944- $e author of foreword.","","",""
"23","014220536","700","1","$a Brabant, Frank, $d 1938- $e current owner, $e interviewee.","","",""
"24","014225942","700","1","$a Brickman, Caroline Lemak, $e translator, $e annotator, $e author of afterword.","","",""
"25","014201830","700","1","$a Brôcan, Jürgen, $d 1965- $e author of afterword.","","",""
"26","014062865","700","0","$a Bstan-ʼdzin-dpag-bsam, $e editor of the compilation.","","",""
"27","014266569","700","1","$a Butt, Hassan Mahmood, $e co-author.","","",""
"28","014162682","700","1","$a Calabuig, Ernesto, $d 1966- $e writer of additional commentary.","","",""
"29","014241741","700","1","$a Carlisle, Linda E., $e chair.","","",""
"30","014146402","700","1","$a Carolan, Mary Ann McDonald, $e author of foreword.","","",""
"31","014125751","700","1","$a Carpenter, Mary Wilson, $d 1937- $e author of introduction.","","",""
"32","014125751","700","1","$a Caruth, Cathy, $d 1955- $e author of foreword.","","",""
"33","014261552","700","1","$a Case, Kristen, $d 1976- $e introducer.","","",""
"34","014209593","700","1","$a Chaimovich, Felipe Soeiro, $e coordinator.","","",""
"35","014220331","700","1","$a Chism, Christine, $e author of introduction.","","",""
"36","014247520","700","1","$a Davis, Christina, $d 1971- $e introducer.","","",""
"37","014248100","700","1","$a Davis, Christina, $d 1971- $e introducer.","","",""
